transaction_id,timestamp,sender_id,receiver_id,sender_country,receiver_country,amount_eur,is_flagged,flag_reason,risk_score
TXN2610,2023-01-28 04:30:00,CUST1352,CUST2093,Cyprus,Cyprus,4937.86,False,Clean,23.43
TXN2611,2023-01-28 04:45:00,CUST1902,CUST2919,Germany,Latvia,3658.09,False,Clean,19.41
TXN2612,2023-01-28 05:00:00,CUST1331,CUST2006,Cyprus,Germany,5244.4,False,Clean,22.97
TXN2613,2023-01-28 05:15:00,CUST1816,CUST2288,Lithuania,Netherlands,9613.18,False,Clean,10.41
TXN2614,2023-01-28 05:30:00,CUST1861,CUST2618,Cyprus,Malta,3003.52,True,Layering,72.56
TXN2615,2023-01-28 05:45:00,CUST1724,CUST2146,Luxembourg,Cyprus,4250.28,False,Clean,24.74
TXN2616,2023-01-28 06:00:00,CUST1158,CUST2783,Luxembourg,Cyprus,7286.88,False,Clean,17.98
TXN2617,2023-01-28 06:15:00,CUST1953,CUST2424,Germany,Germany,3879.23,False,Clean,25.38
TXN2618,2023-01-28 06:30:00,CUST1956,CUST2890,Luxembourg,Malta,9035.33,False,Clean,18.54
TXN2619,2023-01-28 06:45:00,CUST1023,CUST2608,Cyprus,Cyprus,13886.05,False,Clean,15.01
TXN2620,2023-01-28 07:00:00,CUST1403,CUST2457,Netherlands,Estonia,11347.3,False,Clean,14.11
TXN2621,2023-01-28 07:15:00,CUST1804,CUST2741,Estonia,Latvia,10163.19,False,Clean,17.33
TXN2622,2023-01-28 07:30:00,CUST1515,CUST2202,Cyprus,Estonia,8949.46,False,Clean,5.69
TXN2623,2023-01-28 07:45:00,CUST1731,CUST2212,Malta,Lithuania,7575.24,False,Clean,25.06
TXN2624,2023-01-28 08:00:00,CUST1363,CUST2006,Latvia,Estonia,3205.18,False,Clean,30.35
TXN2625,2023-01-28 08:15:00,CUST1381,CUST2624,Netherlands,Malta,13473.3,False,Clean,15.64
TXN2626,2023-01-28 08:30:00,CUST1531,CUST2376,Luxembourg,Netherlands,4103.77,False,Clean,6.38
TXN2627,2023-01-28 08:45:00,CUST1955,CUST2891,Germany,Cyprus,1823.98,False,Clean,34.6
TXN2628,2023-01-28 09:00:00,CUST1151,CUST2447,Estonia,Malta,11375.22,False,Clean,12.91
TXN2629,2023-01-28 09:15:00,CUST1561,CUST2835,Lithuania,Cyprus,3046.43,False,Clean,8.8
TXN2630,2023-01-28 09:30:00,CUST1688,CUST2106,Estonia,Luxembourg,5892.49,False,Clean,16.09
TXN2631,2023-01-28 09:45:00,CUST1946,CUST2651,Cyprus,Netherlands,910.13,False,Clean,27.16
TXN2632,2023-01-28 10:00:00,CUST1607,CUST2811,Latvia,Cyprus,2487.49,False,Clean,13.82
TXN2633,2023-01-28 10:15:00,CUST1616,CUST2401,Estonia,Estonia,3011.45,False,Clean,22.24
TXN2634,2023-01-28 10:30:00,CUST1419,CUST2096,Lithuania,Luxembourg,9679.54,True,Structuring,97.36
TXN2635,2023-01-28 10:45:00,CUST1249,CUST2388,Malta,Luxembourg,10021.53,False,Clean,8.53
TXN2636,2023-01-28 11:00:00,CUST1116,CUST2959,Germany,Lithuania,12636.61,False,Clean,14.91
TXN2637,2023-01-28 11:15:00,CUST1865,CUST2452,Netherlands,Luxembourg,5913.07,False,Clean,26.75
TXN2638,2023-01-28 11:30:00,CUST1511,CUST2849,Latvia,Luxembourg,13181.36,False,Clean,23.36
TXN2639,2023-01-28 11:45:00,CUST1739,CUST2809,Lithuania,Germany,3593.53,False,Clean,8.59
TXN2640,2023-01-28 12:00:00,CUST1577,CUST2979,Luxembourg,Netherlands,5218.16,False,Clean,9.9
TXN2641,2023-01-28 12:15:00,CUST1334,CUST2901,Cyprus,Estonia,2685.69,False,Clean,24.22
TXN2642,2023-01-28 12:30:00,CUST1417,CUST2416,Cyprus,Malta,9814.68,True,Structuring,82.35
TXN2643,2023-01-28 12:45:00,CUST1931,CUST2726,Cyprus,Malta,6588.11,True,Layering,87.5
TXN2644,2023-01-28 13:00:00,CUST1773,CUST2504,Luxembourg,Estonia,9392.61,False,Clean,22.86
TXN2645,2023-01-28 13:15:00,CUST1294,CUST2454,Luxembourg,Germany,11544.29,False,Clean,10.12
TXN2646,2023-01-28 13:30:00,CUST1937,CUST2291,Latvia,Latvia,8412.69,False,Clean,14.34
TXN2647,2023-01-28 13:45:00,CUST1754,CUST2534,Estonia,Cyprus,9600.64,False,Clean,5.61
TXN2648,2023-01-28 14:00:00,CUST1370,CUST2193,Latvia,Cyprus,14061.13,False,Clean,28.05
TXN2649,2023-01-28 14:15:00,CUST1185,CUST2980,Cyprus,Malta,4836.43,False,Clean,17.03
TXN2650,2023-01-28 14:30:00,CUST1245,CUST2150,Malta,Luxembourg,5707.88,False,Clean,29.48
TXN2651,2023-01-28 14:45:00,CUST1636,CUST2880,Lithuania,Lithuania,10906.7,False,Clean,26.25
TXN2652,2023-01-28 15:00:00,CUST1267,CUST2759,Netherlands,Malta,9363.93,False,Clean,29.86
TXN2653,2023-01-28 15:15:00,CUST1642,CUST2779,Netherlands,Latvia,3088.73,False,Clean,13.57
TXN2654,2023-01-28 15:30:00,CUST1236,CUST2973,Latvia,Cyprus,5954.14,False,Clean,10.55
TXN2655,2023-01-28 15:45:00,CUST1529,CUST2763,Cyprus,Lithuania,7283.65,False,Clean,34.16
TXN2656,2023-01-28 16:00:00,CUST1551,CUST2515,Luxembourg,Malta,6581.15,False,Clean,26.52
TXN2657,2023-01-28 16:15:00,CUST1020,CUST2393,Germany,Lithuania,3084.98,False,Clean,30.02
TXN2658,2023-01-28 16:30:00,CUST1910,CUST2316,Malta,Estonia,13904.24,False,Clean,5.39
TXN2659,2023-01-28 16:45:00,CUST1736,CUST2076,Latvia,Netherlands,11553.62,False,Clean,15.63
TXN2660,2023-01-28 17:00:00,CUST1866,CUST2599,Cyprus,Estonia,7479.66,False,Clean,27.28
TXN2661,2023-01-28 17:15:00,CUST1793,CUST2270,Estonia,Germany,10360.88,False,Clean,7.34
TXN2662,2023-01-28 17:30:00,CUST1519,CUST2225,Netherlands,Luxembourg,13510.6,False,Clean,22.02
TXN2663,2023-01-28 17:45:00,CUST1099,CUST2530,Netherlands,Cyprus,2474.53,False,Clean,17.87
TXN2664,2023-01-28 18:00:00,CUST1751,CUST2113,Malta,Lithuania,9904.18,True,Structuring,91.85
TXN2665,2023-01-28 18:15:00,CUST1477,CUST2251,Netherlands,Malta,8369.17,False,Clean,12.08
TXN2666,2023-01-28 18:30:00,CUST1598,CUST2233,Germany,Luxembourg,12085.65,False,Clean,13.54
TXN2667,2023-01-28 18:45:00,CUST1297,CUST2841,Cyprus,Netherlands,1025.7,False,Clean,8.36
TXN2668,2023-01-28 19:00:00,CUST1939,CUST2791,Cyprus,Malta,14768.26,False,Clean,23.95
TXN2669,2023-01-28 19:15:00,CUST1525,CUST2714,Malta,Cyprus,7096.15,False,Clean,12.27
TXN2670,2023-01-28 19:30:00,CUST1333,CUST2083,Cyprus,Lithuania,5708.85,False,Clean,13.33
TXN2671,2023-01-28 19:45:00,CUST1001,CUST2125,Luxembourg,Lithuania,4744.5,False,Clean,31.95
TXN2672,2023-01-28 20:00:00,CUST1374,CUST2175,Malta,Estonia,3028.17,False,Clean,19.01
TXN2673,2023-01-28 20:15:00,CUST1292,CUST2069,Cyprus,Netherlands,11977.82,False,Clean,16.76
TXN2674,2023-01-28 20:30:00,CUST1836,CUST2047,Germany,Netherlands,9829.47,True,Structuring,76.69
TXN2675,2023-01-28 20:45:00,CUST1933,CUST2884,Lithuania,Cyprus,6497.85,False,Clean,32.29
TXN2676,2023-01-28 21:00:00,CUST1552,CUST2256,Latvia,Lithuania,14310.1,False,Clean,5.75
TXN2677,2023-01-28 21:15:00,CUST1317,CUST2727,Latvia,Luxembourg,12445.07,False,Clean,18.45
TXN2678,2023-01-28 21:30:00,CUST1501,CUST2030,Cyprus,Netherlands,7475.24,False,Clean,23.32
TXN2679,2023-01-28 21:45:00,CUST1827,CUST2281,Cyprus,Malta,10273.38,True,Layering,74.38
TXN2680,2023-01-28 22:00:00,CUST1380,CUST2924,Netherlands,Malta,6807.27,False,Clean,28.17
TXN2681,2023-01-28 22:15:00,CUST1622,CUST2994,Germany,Cyprus,9858.12,True,Structuring,78.85
TXN2682,2023-01-28 22:30:00,CUST1013,CUST2237,Estonia,Estonia,1341.67,False,Clean,33.3
TXN2683,2023-01-28 22:45:00,CUST1503,CUST2248,Luxembourg,Malta,9641.43,True,Structuring,92.91
TXN2684,2023-01-28 23:00:00,CUST1230,CUST2368,Estonia,Malta,1265.96,False,Clean,11.79
TXN2685,2023-01-28 23:15:00,CUST1984,CUST2495,Cyprus,Latvia,12347.73,False,Clean,33.72
TXN2686,2023-01-28 23:30:00,CUST1083,CUST2025,Germany,Germany,12461.73,False,Clean,18.76
TXN2687,2023-01-28 23:45:00,CUST1129,CUST2586,Latvia,Latvia,3937.62,False,Clean,11.25
TXN2688,2023-01-29 00:00:00,CUST1742,CUST2718,Netherlands,Netherlands,5193.11,False,Clean,26.21
TXN2689,2023-01-29 00:15:00,CUST1837,CUST2490,Latvia,Lithuania,7479.0,False,Clean,13.53
TXN2690,2023-01-29 00:30:00,CUST1144,CUST2494,Estonia,Germany,9151.61,False,Clean,13.02
TXN2691,2023-01-29 00:45:00,CUST1890,CUST2314,Luxembourg,Germany,4666.63,False,Clean,31.38
TXN2692,2023-01-29 01:00:00,CUST1856,CUST2606,Netherlands,Lithuania,9091.05,False,Clean,9.87
TXN2693,2023-01-29 01:15:00,CUST1027,CUST2375,Lithuania,Germany,4817.91,False,Clean,6.93
TXN2694,2023-01-29 01:30:00,CUST1065,CUST2639,Estonia,Lithuania,1304.62,False,Clean,13.08
TXN2695,2023-01-29 01:45:00,CUST1162,CUST2937,Latvia,Germany,536.65,False,Clean,23.21
TXN2696,2023-01-29 02:00:00,CUST1228,CUST2025,Latvia,Malta,1966.69,False,Clean,8.69
TXN2697,2023-01-29 02:15:00,CUST1260,CUST2334,Cyprus,Luxembourg,11987.64,False,Clean,19.15
TXN2698,2023-01-29 02:30:00,CUST1448,CUST2355,Latvia,Cyprus,14440.75,False,Clean,23.82
TXN2699,2023-01-29 02:45:00,CUST1423,CUST2116,Germany,Cyprus,6691.01,False,Clean,30.46
TXN2700,2023-01-29 03:00:00,CUST1459,CUST2048,Estonia,Latvia,7933.92,False,Clean,11.9
TXN2701,2023-01-29 03:15:00,CUST1951,CUST2738,Malta,Malta,2629.3,False,Clean,29.52
TXN2702,2023-01-29 03:30:00,CUST1675,CUST2778,Malta,Germany,8489.95,False,Clean,12.05
TXN2703,2023-01-29 03:45:00,CUST1300,CUST2099,Luxembourg,Estonia,2597.5,False,Clean,25.3
TXN2704,2023-01-29 04:00:00,CUST1918,CUST2459,Netherlands,Lithuania,9362.61,False,Clean,17.92
TXN2705,2023-01-29 04:15:00,CUST1302,CUST2523,Latvia,Malta,14032.25,False,Clean,8.44
TXN2706,2023-01-29 04:30:00,CUST1286,CUST2597,Cyprus,Germany,3337.63,False,Clean,26.43
TXN2707,2023-01-29 04:45:00,CUST1394,CUST2405,Cyprus,Cyprus,11586.17,False,Clean,11.53
TXN2708,2023-01-29 05:00:00,CUST1009,CUST2214,Latvia,Cyprus,840.79,False,Clean,10.3
TXN2709,2023-01-29 05:15:00,CUST1706,CUST2685,Germany,Lithuania,5944.71,False,Clean,15.75
TXN2710,2023-01-29 05:30:00,CUST1629,CUST2903,Cyprus,Estonia,2105.85,False,Clean,24.6
TXN2711,2023-01-29 05:45:00,CUST1269,CUST2503,Malta,Germany,5610.89,False,Clean,12.02
TXN2712,2023-01-29 06:00:00,CUST1591,CUST2721,Netherlands,Germany,3016.29,False,Clean,10.51
TXN2713,2023-01-29 06:15:00,CUST1969,CUST2448,Estonia,Estonia,5912.92,False,Clean,5.3
TXN2714,2023-01-29 06:30:00,CUST1604,CUST2894,Lithuania,Estonia,6554.08,False,Clean,19.15
TXN2715,2023-01-29 06:45:00,CUST1777,CUST2576,Germany,Estonia,4858.57,False,Clean,17.86
TXN2716,2023-01-29 07:00:00,CUST1843,CUST2258,Luxembourg,Cyprus,10021.02,False,Clean,12.02
TXN2717,2023-01-29 07:15:00,CUST1861,CUST2844,Luxembourg,Lithuania,13823.35,False,Clean,6.61
TXN2718,2023-01-29 07:30:00,CUST1360,CUST2121,Cyprus,Malta,6308.63,True,Layering,76.69
TXN2719,2023-01-29 07:45:00,CUST1256,CUST2810,Estonia,Luxembourg,9667.33,True,Structuring,83.63
TXN2720,2023-01-29 08:00:00,CUST1132,CUST2978,Lithuania,Estonia,4425.48,False,Clean,26.46
TXN2721,2023-01-29 08:15:00,CUST1275,CUST2054,Luxembourg,Lithuania,12883.01,False,Clean,30.82
TXN2722,2023-01-29 08:30:00,CUST1775,CUST2331,Latvia,Latvia,8788.78,False,Clean,5.29
TXN2723,2023-01-29 08:45:00,CUST1682,CUST2784,Latvia,Germany,7097.66,False,Clean,33.99
TXN2724,2023-01-29 09:00:00,CUST1971,CUST2241,Netherlands,Germany,2669.73,False,Clean,15.24
TXN2725,2023-01-29 09:15:00,CUST1512,CUST2755,Lithuania,Luxembourg,7021.05,False,Clean,34.71
TXN2726,2023-01-29 09:30:00,CUST1312,CUST2530,Latvia,Luxembourg,9707.84,True,Structuring,91.95
TXN2727,2023-01-29 09:45:00,CUST1575,CUST2483,Luxembourg,Netherlands,14175.87,False,Clean,19.15
TXN2728,2023-01-29 10:00:00,CUST1885,CUST2187,Latvia,Latvia,13319.02,False,Clean,15.62
TXN2729,2023-01-29 10:15:00,CUST1979,CUST2858,Malta,Malta,1716.59,False,Clean,15.67
TXN2730,2023-01-29 10:30:00,CUST1283,CUST2656,Cyprus,Luxembourg,7991.48,False,Clean,30.27
TXN2731,2023-01-29 10:45:00,CUST1120,CUST2262,Luxembourg,Estonia,3763.35,False,Clean,27.39
TXN2732,2023-01-29 11:00:00,CUST1106,CUST2953,Luxembourg,Estonia,6456.27,False,Clean,34.76
TXN2733,2023-01-29 11:15:00,CUST1932,CUST2364,Luxembourg,Malta,13214.3,False,Clean,23.41
TXN2734,2023-01-29 11:30:00,CUST1686,CUST2491,Netherlands,Cyprus,8148.96,False,Clean,18.9
TXN2735,2023-01-29 11:45:00,CUST1996,CUST2431,Estonia,Latvia,5346.12,False,Clean,7.7
TXN2736,2023-01-29 12:00:00,CUST1203,CUST2239,Luxembourg,Estonia,3514.38,False,Clean,34.9
TXN2737,2023-01-29 12:15:00,CUST1164,CUST2304,Latvia,Luxembourg,12104.71,False,Clean,21.55
TXN2738,2023-01-29 12:30:00,CUST1304,CUST2298,Malta,Netherlands,9555.51,False,Clean,26.01
TXN2739,2023-01-29 12:45:00,CUST1496,CUST2076,Luxembourg,Lithuania,7286.95,False,Clean,17.2
TXN2740,2023-01-29 13:00:00,CUST1631,CUST2700,Germany,Germany,3653.52,False,Clean,21.43
TXN2741,2023-01-29 13:15:00,CUST1555,CUST2333,Germany,Latvia,5346.57,False,Clean,33.28
TXN2742,2023-01-29 13:30:00,CUST1823,CUST2900,Estonia,Germany,14417.73,False,Clean,9.99
TXN2743,2023-01-29 13:45:00,CUST1155,CUST2999,Lithuania,Lithuania,9689.54,True,Structuring,87.5
TXN2744,2023-01-29 14:00:00,CUST1366,CUST2758,Netherlands,Latvia,6310.14,False,Clean,9.56
TXN2745,2023-01-29 14:15:00,CUST1718,CUST2642,Malta,Luxembourg,8060.62,False,Clean,28.77
TXN2746,2023-01-29 14:30:00,CUST1901,CUST2474,Cyprus,Lithuania,11795.33,False,Clean,6.86
TXN2747,2023-01-29 14:45:00,CUST1619,CUST2827,Malta,Estonia,5431.58,False,Clean,7.45
TXN2748,2023-01-29 15:00:00,CUST1250,CUST2923,Germany,Malta,3091.24,False,Clean,13.95
TXN2749,2023-01-29 15:15:00,CUST1956,CUST2283,Germany,Estonia,8981.57,False,Clean,20.43
TXN2750,2023-01-29 15:30:00,CUST1915,CUST2591,Estonia,Luxembourg,10145.46,False,Clean,17.19
TXN2751,2023-01-29 15:45:00,CUST1881,CUST2072,Lithuania,Malta,10834.41,False,Clean,6.34
TXN2752,2023-01-29 16:00:00,CUST1333,CUST2263,Lithuania,Estonia,13288.82,False,Clean,33.72
TXN2753,2023-01-29 16:15:00,CUST1641,CUST2703,Estonia,Lithuania,5882.02,False,Clean,33.59
TXN2754,2023-01-29 16:30:00,CUST1968,CUST2879,Luxembourg,Lithuania,1592.65,False,Clean,13.38
TXN2755,2023-01-29 16:45:00,CUST1510,CUST2887,Malta,Lithuania,14396.05,False,Clean,26.95
TXN2756,2023-01-29 17:00:00,CUST1292,CUST2942,Germany,Germany,6807.67,False,Clean,22.36
TXN2757,2023-01-29 17:15:00,CUST1019,CUST2575,Malta,Luxembourg,9537.23,False,Clean,12.12
TXN2758,2023-01-29 17:30:00,CUST1281,CUST2892,Malta,Lithuania,10161.43,False,Clean,12.87
TXN2759,2023-01-29 17:45:00,CUST1796,CUST2012,Netherlands,Estonia,8424.45,False,Clean,19.73
TXN2760,2023-01-29 18:00:00,CUST1000,CUST2141,Germany,Netherlands,3476.23,False,Clean,17.58
TXN2761,2023-01-29 18:15:00,CUST1118,CUST2766,Cyprus,Malta,11449.57,True,Layering,84.95
TXN2762,2023-01-29 18:30:00,CUST1034,CUST2555,Cyprus,Lithuania,12154.4,False,Clean,29.23
TXN2763,2023-01-29 18:45:00,CUST1197,CUST2017,Malta,Netherlands,8518.15,False,Clean,19.44
TXN2764,2023-01-29 19:00:00,CUST1484,CUST2063,Germany,Malta,7584.14,False,Clean,24.65
TXN2765,2023-01-29 19:15:00,CUST1756,CUST2253,Malta,Estonia,2152.1,False,Clean,10.68
TXN2766,2023-01-29 19:30:00,CUST1058,CUST2465,Netherlands,Lithuania,1717.3,False,Clean,21.01
TXN2767,2023-01-29 19:45:00,CUST1836,CUST2376,Luxembourg,Germany,5423.69,False,Clean,14.54
TXN2768,2023-01-29 20:00:00,CUST1160,CUST2804,Latvia,Germany,5007.27,False,Clean,20.79
TXN2769,2023-01-29 20:15:00,CUST1690,CUST2981,Germany,Malta,14328.02,False,Clean,28.42
TXN2770,2023-01-29 20:30:00,CUST1205,CUST2520,Estonia,Netherlands,11862.53,False,Clean,28.07
TXN2771,2023-01-29 20:45:00,CUST1011,CUST2837,Latvia,Cyprus,10068.9,False,Clean,15.63
TXN2772,2023-01-29 21:00:00,CUST1489,CUST2090,Malta,Germany,8005.9,False,Clean,25.83
TXN2773,2023-01-29 21:15:00,CUST1275,CUST2720,Estonia,Luxembourg,2926.83,False,Clean,33.24
TXN2774,2023-01-29 21:30:00,CUST1692,CUST2804,Estonia,Germany,14687.62,False,Clean,23.77
TXN2775,2023-01-29 21:45:00,CUST1241,CUST2796,Estonia,Germany,5938.09,False,Clean,9.45
TXN2776,2023-01-29 22:00:00,CUST1215,CUST2630,Germany,Estonia,2050.42,False,Clean,25.39
TXN2777,2023-01-29 22:15:00,CUST1250,CUST2861,Lithuania,Germany,7660.08,False,Clean,8.15
TXN2778,2023-01-29 22:30:00,CUST1810,CUST2175,Malta,Latvia,13172.97,False,Clean,31.16
TXN2779,2023-01-29 22:45:00,CUST1125,CUST2076,Latvia,Lithuania,13365.72,False,Clean,20.5
TXN2780,2023-01-29 23:00:00,CUST1993,CUST2613,Netherlands,Malta,659.01,False,Clean,16.55
TXN2781,2023-01-29 23:15:00,CUST1216,CUST2926,Lithuania,Germany,13351.29,False,Clean,6.71
TXN2782,2023-01-29 23:30:00,CUST1305,CUST2663,Malta,Cyprus,4436.52,False,Clean,16.42
TXN2783,2023-01-29 23:45:00,CUST1796,CUST2400,Luxembourg,Luxembourg,1065.1,False,Clean,32.1
TXN2784,2023-01-30 00:00:00,CUST1184,CUST2782,Luxembourg,Cyprus,12792.96,False,Clean,5.63
TXN2785,2023-01-30 00:15:00,CUST1038,CUST2970,Germany,Germany,13026.07,False,Clean,19.24
TXN2786,2023-01-30 00:30:00,CUST1222,CUST2071,Estonia,Germany,9145.35,False,Clean,32.93
TXN2787,2023-01-30 00:45:00,CUST1183,CUST2180,Cyprus,Malta,8829.29,True,Layering,75.11
TXN2788,2023-01-30 01:00:00,CUST1494,CUST2124,Malta,Germany,12290.24,False,Clean,17.85
TXN2789,2023-01-30 01:15:00,CUST1426,CUST2381,Latvia,Germany,11901.49,False,Clean,22.36
TXN2790,2023-01-30 01:30:00,CUST1177,CUST2293,Malta,Lithuania,13406.53,False,Clean,18.89
TXN2791,2023-01-30 01:45:00,CUST1918,CUST2797,Lithuania,Cyprus,8514.84,False,Clean,10.06
TXN2792,2023-01-30 02:00:00,CUST1427,CUST2195,Luxembourg,Latvia,14530.88,False,Clean,5.56
TXN2793,2023-01-30 02:15:00,CUST1293,CUST2911,Cyprus,Cyprus,14944.13,False,Clean,23.29
TXN2794,2023-01-30 02:30:00,CUST1851,CUST2228,Lithuania,Latvia,2189.9,False,Clean,32.62
TXN2795,2023-01-30 02:45:00,CUST1150,CUST2431,Malta,Cyprus,12818.38,False,Clean,8.19
TXN2796,2023-01-30 03:00:00,CUST1383,CUST2942,Netherlands,Germany,7747.42,False,Clean,11.33
TXN2797,2023-01-30 03:15:00,CUST1637,CUST2436,Malta,Cyprus,6119.71,False,Clean,16.11
TXN2798,2023-01-30 03:30:00,CUST1812,CUST2787,Malta,Cyprus,9389.55,False,Clean,29.26
TXN2799,2023-01-30 03:45:00,CUST1307,CUST2461,Germany,Latvia,1311.5,False,Clean,13.08
TXN2800,2023-01-30 04:00:00,CUST1335,CUST2618,Cyprus,Malta,7843.69,True,Layering,74.6
TXN2801,2023-01-30 04:15:00,CUST1945,CUST2021,Netherlands,Netherlands,13127.91,False,Clean,6.65
TXN2802,2023-01-30 04:30:00,CUST1745,CUST2064,Malta,Latvia,3595.19,False,Clean,33.23
TXN2803,2023-01-30 04:45:00,CUST1891,CUST2165,Estonia,Latvia,6682.65,False,Clean,21.82
TXN2804,2023-01-30 05:00:00,CUST1374,CUST2027,Latvia,Latvia,14122.47,False,Clean,24.76
TXN2805,2023-01-30 05:15:00,CUST1007,CUST2311,Lithuania,Estonia,6714.18,False,Clean,16.03
TXN2806,2023-01-30 05:30:00,CUST1340,CUST2285,Netherlands,Malta,5696.33,False,Clean,28.46
TXN2807,2023-01-30 05:45:00,CUST1128,CUST2660,Cyprus,Malta,6887.78,True,Layering,72.55
TXN2808,2023-01-30 06:00:00,CUST1775,CUST2281,Luxembourg,Estonia,8032.07,False,Clean,6.47
TXN2809,2023-01-30 06:15:00,CUST1668,CUST2838,Malta,Latvia,9663.87,False,Clean,16.87
TXN2810,2023-01-30 06:30:00,CUST1351,CUST2831,Lithuania,Netherlands,12110.05,False,Clean,30.61
TXN2811,2023-01-30 06:45:00,CUST1357,CUST2164,Lithuania,Latvia,7055.48,False,Clean,27.65
TXN2812,2023-01-30 07:00:00,CUST1516,CUST2898,Germany,Germany,12353.47,False,Clean,20.51
TXN2813,2023-01-30 07:15:00,CUST1494,CUST2918,Lithuania,Netherlands,8238.95,False,Clean,22.16
TXN2814,2023-01-30 07:30:00,CUST1085,CUST2224,Estonia,Estonia,9946.35,True,Structuring,92.82
TXN2815,2023-01-30 07:45:00,CUST1174,CUST2784,Estonia,Luxembourg,10040.29,False,Clean,30.22
TXN2816,2023-01-30 08:00:00,CUST1801,CUST2146,Latvia,Cyprus,10906.97,False,Clean,28.61
TXN2817,2023-01-30 08:15:00,CUST1192,CUST2965,Malta,Cyprus,8591.71,False,Clean,24.69
TXN2818,2023-01-30 08:30:00,CUST1310,CUST2950,Cyprus,Malta,1320.92,False,Clean,18.99
TXN2819,2023-01-30 08:45:00,CUST1118,CUST2868,Luxembourg,Luxembourg,2963.3,False,Clean,33.93
TXN2820,2023-01-30 09:00:00,CUST1217,CUST2030,Lithuania,Lithuania,9841.88,True,Structuring,88.46
TXN2821,2023-01-30 09:15:00,CUST1426,CUST2045,Lithuania,Malta,4598.07,False,Clean,24.33
TXN2822,2023-01-30 09:30:00,CUST1969,CUST2787,Netherlands,Netherlands,9692.14,True,Structuring,89.0
TXN2823,2023-01-30 09:45:00,CUST1413,CUST2471,Germany,Estonia,766.06,False,Clean,23.54
TXN2824,2023-01-30 10:00:00,CUST1113,CUST2034,Cyprus,Netherlands,11457.39,False,Clean,22.26
TXN2825,2023-01-30 10:15:00,CUST1977,CUST2653,Latvia,Netherlands,4347.47,False,Clean,16.83
TXN2826,2023-01-30 10:30:00,CUST1144,CUST2427,Luxembourg,Cyprus,4995.32,False,Clean,14.2
TXN2827,2023-01-30 10:45:00,CUST1537,CUST2830,Cyprus,Latvia,8154.69,False,Clean,17.21
TXN2828,2023-01-30 11:00:00,CUST1647,CUST2886,Lithuania,Germany,9683.72,True,Structuring,95.26
TXN2829,2023-01-30 11:15:00,CUST1302,CUST2221,Netherlands,Lithuania,13324.83,False,Clean,17.84
TXN2830,2023-01-30 11:30:00,CUST1743,CUST2868,Malta,Estonia,1737.85,False,Clean,12.91
TXN2831,2023-01-30 11:45:00,CUST1880,CUST2534,Germany,Netherlands,9643.76,True,Structuring,88.63
TXN2832,2023-01-30 12:00:00,CUST1587,CUST2692,Malta,Lithuania,12816.62,False,Clean,20.94
TXN2833,2023-01-30 12:15:00,CUST1986,CUST2948,Latvia,Netherlands,9429.74,False,Clean,7.03
TXN2834,2023-01-30 12:30:00,CUST1839,CUST2367,Cyprus,Luxembourg,4738.78,False,Clean,16.05
TXN2835,2023-01-30 12:45:00,CUST1344,CUST2932,Latvia,Cyprus,6601.02,False,Clean,31.55
TXN2836,2023-01-30 13:00:00,CUST1813,CUST2841,Lithuania,Germany,10747.07,False,Clean,27.66
TXN2837,2023-01-30 13:15:00,CUST1963,CUST2743,Latvia,Cyprus,14612.28,False,Clean,14.7
TXN2838,2023-01-30 13:30:00,CUST1800,CUST2915,Malta,Lithuania,13450.51,False,Clean,33.15
TXN2839,2023-01-30 13:45:00,CUST1000,CUST2550,Netherlands,Estonia,5465.28,False,Clean,7.3
TXN2840,2023-01-30 14:00:00,CUST1146,CUST2582,Latvia,Netherlands,14973.87,False,Clean,33.84
TXN2841,2023-01-30 14:15:00,CUST1286,CUST2116,Estonia,Germany,550.82,False,Clean,12.37
TXN2842,2023-01-30 14:30:00,CUST1975,CUST2239,Netherlands,Luxembourg,900.63,False,Clean,5.27
TXN2843,2023-01-30 14:45:00,CUST1653,CUST2335,Cyprus,Cyprus,12445.69,False,Clean,18.01
TXN2844,2023-01-30 15:00:00,CUST1052,CUST2441,Germany,Luxembourg,3392.21,False,Clean,15.77
TXN2845,2023-01-30 15:15:00,CUST1303,CUST2148,Germany,Lithuania,1381.15,False,Clean,21.17
TXN2846,2023-01-30 15:30:00,CUST1068,CUST2009,Lithuania,Cyprus,3938.65,False,Clean,28.9
TXN2847,2023-01-30 15:45:00,CUST1360,CUST2288,Lithuania,Netherlands,6678.45,False,Clean,30.27
TXN2848,2023-01-30 16:00:00,CUST1601,CUST2388,Estonia,Netherlands,11093.21,False,Clean,17.04
TXN2849,2023-01-30 16:15:00,CUST1957,CUST2050,Cyprus,Luxembourg,9552.87,False,Clean,17.9
TXN2850,2023-01-30 16:30:00,CUST1219,CUST2850,Malta,Estonia,3945.51,False,Clean,9.45
TXN2851,2023-01-30 16:45:00,CUST1961,CUST2517,Germany,Germany,7797.42,False,Clean,6.43
TXN2852,2023-01-30 17:00:00,CUST1703,CUST2916,Germany,Latvia,13930.1,False,Clean,24.24
TXN2853,2023-01-30 17:15:00,CUST1965,CUST2855,Germany,Cyprus,12317.61,False,Clean,6.93
TXN2854,2023-01-30 17:30:00,CUST1574,CUST2638,Malta,Netherlands,5186.25,False,Clean,27.01
TXN2855,2023-01-30 17:45:00,CUST1584,CUST2587,Germany,Lithuania,14742.84,False,Clean,21.17
